year,FB9813,FB9802,Siple Station,FB96DML01,FB97DML04,FB97DML06,FB97DML08,FB97DML09,FB97DML10,Hercules Neve 165.4 E,Fimbulisen s100,Ekstroem B04,Plateau Remote,Bruce Plateau,ITASE-01-2,ITASE-01-5,Ritscherflya Dronning Maud Land(100年)_δ18O_Ritscherflya Core E Dronning Maud Land d18O,Law Dome (2015),ITASE-00-1,WD05A 112.125W,ITASE-02-4,EPICA Dronning Maud Land
449,,,,,,,,,,,,,-48.4635,,,,,-21.7111,,-35.04,,
448,,,,,,,,,,,,,-47.5152,,,,,-21.6971,,-32.60761905,,
447,,,,,,,,,,,,,-46.9823,,,,,-21.8383,,-31.27842105,,
446,,,,,,,,,,,,,-46.7732,,,,,-22.7164,,-32.41809524,,
445,,,,,,,,,,,,,-46.7309,,,,,-22.1843,,-33.30105263,,
444,,,,,,,,,,,,,-47.7017,,,,,-21.4643,,-31.44190476,,
443,,,,,,,,,,,,,-48.5717,,,,,-20.8527,,-32.55105263,,
442,,,,,,,,,,,,,-49.6934,,,,,-22.5144,,-33.88142857,,
441,,,,,,,,,,,,,-50.7233,,,,,-21.5815,,-34.54052632,,
440,,,,,,,,,,,,,-51.5771,,,,,-21.5952,,-34.00857143,,
439,,,,,,,,,,,,,-52.1331,,,,,-23.0336,,-33.62736842,,
438,,,,,,,,,,,,,-52.6205,,,,,-22.9936,,-33.16666667,,
437,,,,,,,,,,,,,-52.9891,,,,,-21.4636,,-33.46421053,,
436,,,,,,,,,,,,,-52.7422,,,,,-21.4784,,-33.22857143,,
435,,,,,,,,,,,,,-52.1298,,,,,-21.6092,,-32.89263158,,
434,,,,,,,,,,,,,-51.5332,,,,,-23.1175,,-33.80666667,,
433,,,,,,,,,,,,,-51.7929,,,,,-22.9819,,-33.92315789,,
432,,,,,,,,,,,,,-52.287,,,,,-22.6574,,-32.18619048,,
431,,,,,,,,,,,,,-52.9806,,,,,-21.3089,,-32.36421053,,
430,,,,,,,,,,,,,-53.5616,,,,,-21.5514,,-30.63571429,,
429,,,,,,,,,,,,,-53.7558,,,,,-22.0127,,-34.17210526,,
428,,,,,,,,,,,,,-54.2316,,,,,-22.0185,,-33.85952381,,
427,,,,,,,,,,,,,-54.323,,,,,-22.0282,,-32.64052632,,
426,,,,,,,,,,,,,-53.6967,,,,,-23.3598,,-33.0652381,,
425,,,,,,,,,,,,,-52.9267,,,,,-22.2959,,-32.68842105,,
424,,,,,,,,,,,,,-52.0055,,,,,-21.1317,,-32.53190476,,
423,,,,,,,,,,,,,-50.7102,,,,,-22.5368,,-32.41578947,,
422,,,,,,,,,,,,,-49.7532,,,,,-21.7254,,-33.48333333,,
421,,,,,,,,,,,,,-49.7537,,,,,-22.0331,,-33.74894737,,
420,,,,,,,,,,,,,-50.4838,,,,,-22.0846,,-33.5652381,,
419,,,,,,,,,,,,,-51.2969,,,,,-21.7373,,-34.02894737,,
418,,,,,,,,,,,,,-52.233,,,,,-21.532,,-33.67666667,,
417,,,,,,,,,,,,,-52.9605,,,,,-21.8961,,-33.02105263,,
416,,,,,,,,,,,,,-53.7737,,,,,-22.1952,,-34.08238095,,
415,,,,,,,,,,,,,-54.1935,,,,,-21.3692,,-32.43947368,,
414,,,,,,,,,,,,,-54.2798,,,,,-21.5705,,-32.87238095,,
413,,,,,,,,,,,,,-53.6658,,,,,-20.8876,,-33.42578947,,
412,,,,,,,,,,,,,-52.3093,,,,,-21.6922,,-32.99095238,,
411,,,,,,,,,,,,,-51.3827,,,,,-22.101,,-34.94315789,,
410,,,,,,,,,,,,,-51.0664,,,,,-21.0559,,-34.75190476,,
409,,,,,,,,,,,,,-51.0202,,,,,-24.1305,,-32.31368421,,
408,,,,,,,,,,,,,-50.8726,,,,,-21.7094,,-32.86238095,,
407,,,,,,,,,,,,,-50.1362,,,,,-22.6238,,-31.66263158,,
406,,,,,,,,,,,,,-49.5632,,,,,-23.2138,,-32.63666667,,
405,,,,,,,,,,,,,-49.5705,,,,,-22.5141,,-32.39421053,,
404,,,,,,,,,,,,,-50.1854,,,,,-20.999,,-31.54,,
403,,,,,,,,,,,,,-50.8461,,,,,-21.0821,,-34.29052632,,
402,,,,,,,,,,,,,-51.502,,,,,-23.3897,,-32.63714286,,
401,,,,,,,,,,,,,-52.2872,,,,,-23.4292,,-32.70684211,,
400,,,,,,,,,,,,,-53.2354,,,,,-23.3837,,-35.01238095,,
399,,,,,,,,,,,,,-54.2559,,,,,-21.659,,-33.68842105,,
398,,,,,,,,,,,,,-54.734,,,,,-22.1845,,-32.73714286,,
397,,,,,,,,,,,,,-54.8298,,,,,-22.7736,,-33.59,,
396,,,,,,,,,,,,,-54.1354,,,,,-21.5191,,-32.53333333,,
395,,,,,,,,,,,,,-53.8901,,,,,-22.2996,,-33.91263158,,
394,,,,,,,,,,,,,-53.9282,,,,,-21.811,,-33.69,,
393,,,,,,,,,,,,,-53.41,,,,,-20.9494,,-34.42210526,,
392,,,,,,,,,,,,,-54.118,,,,,-22.3604,,-33.67952381,,
391,,,,,,,,,,,,,-54.0503,,,,,-21.9962,,-35.68631579,,
390,,,,,,,,,,,,,-54.0386,,,,,-21.6289,,-35.24190476,,
389,,,,,,,,,,,,,-53.8548,,,,,-20.4241,,-34.07473684,,
388,,,,,,,,,,,,,-53.7892,,,,,-20.8499,,-34.67380952,,
387,,,,,,,,,,,,,-54.1329,,,,,-21.412,,-33.38684211,,
386,,,,,,,,,,,,,-54.1184,,,,,-21.0959,,-32.07428571,,
385,,,,,,,,,,,,,-54.0605,,,,,-22.3291,,-32.35684211,,
384,,,,,,,,,,,,,-54.3759,,,,,-21.9938,,-32.63238095,,
383,,,,,,,,,,,,,-53.5466,,,,,-22.591,,-31.90947368,,
382,,,,,,,,,,,,,-52.7891,,,,,-23.568,,-33.42666667,,
381,,,,,,,,,,,,,-52.1566,,,,,-22.0892,,-33.91947368,,
380,,,,,,,,,,,,,-51.5289,,,,,-22.5124,,-32.65,,
379,,,,,,,,,,,,,-50.9011,,,,,-23.3283,,-34.00894737,,
378,,,,,,,,,,,,,-51.0894,,,,,-22.5604,,-32.80428571,,
377,,,,,,,,,,,,,-51.5007,,,,,-22.5465,,-32.66052632,,
376,,,,,,,,,,,,,-52.156,,,,,-22.4775,,-33.37904762,,
375,,,,,,,,,,,,,-52.5413,,,,,-21.7783,,-34.60526316,,
374,,,,,,,,,,,,,-52.6726,,,,,-22.2539,,-33.2252381,,
373,,,,,,,,,,,,,-52.7286,,,,,-21.723,,-34.44,,
372,,,,,,,,,,,,,-52.7846,,,,,-21.8985,,-33.30761905,,
371,,,,,,,,,,,,,-52.8406,,,,,-21.6867,,-31.27105263,,
370,,,,,,,,,,,,,-52.8966,,,,,-21.8671,,-31.88666667,,
369,,,,,,,,,,,,,-52.8914,,,,,-21.6811,,-32.16842105,,
368,,,,,,,,,,,,,-52.8424,,,,,-20.4684,,-33.02666667,,
367,,,,,,,,,,,,,-53.6208,,,,,-22.1225,,-33.88105263,,
366,,,,,,,,,,,,,-54.0683,,,,,-21.5676,,-34.35761905,,
365,,,,,,,,,,,,,-54.3169,,,,,-22.6024,,-33.61210526,,
364,,,,,,,,,,,,,-54.2785,,,,,-21.4171,,-35.50666667,,
363,,,,,,,,,,,,,-54.0889,,,,,-21.1478,,-35.50789474,,
362,,,,,,,,,,,,,-53.8864,,,,,-21.0814,,-34.53333333,,
361,,,,,,,,,,,,,-53.4713,,,,,-21.3628,,-33.33684211,,
360,,,,,,,,,,,,,-53.0609,,,,,-22.2924,,-36.2,,
359,,,,,,,,,,,,,-52.6171,,,,,-21.674,,-32.98052632,,
358,,,,,,,,,,,,,-52.584,,,,,-22.3317,,-32.53285714,,
357,,,,,,,,,,,,,-52.6648,,,,,-22.6939,,-33.33526316,,
356,,,,,,,,,,,,,-52.879,,,,,-21.7788,,-34.08809524,,
355,,,,,,,,,,,,,-53.2037,,,,,-21.8822,,-33.34526316,,
354,,,,,,,,,,,,,-53.1854,,,,,-20.8655,,-34.78380952,,
353,,,,,,,,,,,,,-52.9288,,,,,-22.7159,,-34.16263158,,
352,,,,,,,,,,,,,-52.2219,,,,,-21.7705,,-33.03952381,,
351,,,,,,,,,,,,,-52.3376,,,,,-22.6969,,-32.06894737,,
350,,,,,,,,,,,,,-52.8166,,,,,-23.1598,,-31.47285714,,
349,,,,,,,,,,,,,-52.9229,,,,,-21.6379,,-33.44263158,,
348,,,,,,,,,,,,,-53.0292,,,,,-21.1126,,-32.31,,
347,,,,,,,,,,,,,-53.463,,,,,-21.8375,,-32.08157895,,
346,,,,,,,,,,,,,-53.9837,,,,,-22.749,,-32.66571429,,
345,,,,,,,,,,,,,-54.3294,,,,,-20.9609,,-32.03947368,,
344,,,,,,,,,,,,,-54.7268,,,,,-22.4659,,-31.8052381,,
343,,,,,,,,,,,,,-54.6827,,,,,-22.0578,,-31.07842105,,
342,,,,,,,,,,,,,-54.5316,,,,,-22.8645,,-31.97952381,,
341,,,,,,,,,,,,,-54.3885,,,,,-22.324,,-33.36263158,,
340,,,,,,,,,,,,,-54.1172,,,,,-22.8905,,-32.82428571,,
339,,,,,,,,,,,,,-53.7542,,,,,-22.0672,,-33.62789474,,
338,,,,,,,,,,,,,-53.4243,,,,,-22.4091,,-32.41714286,,
337,,,,,,,,,,,,,-52.9273,,,,,-21.7235,,-33.17894737,,
336,,,,,,,,,,,,,-53.2694,,,,,-21.3464,,-35.7647619,,
335,,,,,,,,,,,,,-53.5054,,,,,-20.9803,,-35.01421053,,
334,,,,,,,,,,,,,-53.4691,,,,,-21.5813,,-31.93666667,,
333,,,,,,,,,,,,,-52.6158,,,,,-23.4649,,-33.97105263,,
332,,,,,,,,,,,,,-51.7624,,,,,-21.5617,,-34.42285714,,
331,,,,,,,,,,,,,-51.4959,,,,,-22.8659,,-34.27842105,,
330,,,,,,,,,,,,,-51.4952,,,,,-21.8826,,-32.5152381,,
329,,,,,,,,,,,,,-51.4549,,,,,-21.2802,,-32.49052632,,
328,,,,,,,,,,,,,-52.4711,,,,,-20.6725,,-34.22142857,,
327,,,,,,,,,,,,,-53.8132,,,,,-21.6048,,-34.13421053,,
326,,,,,,,,,,,,,-54.1074,,,,,-21.2655,,-33.53190476,,
325,,,,,,,,,,,,,-54.2835,,,,,-22.1084,,-32.66526316,,
324,,,,,,,,,,,,,-54.2946,,,,,-22.5804,,-32.10619048,,
323,,,,,,,,,,,,,-54.4005,,,,,-21.8009,,-32.23315789,,
322,,,,,,,,,,,,,-54.8413,,,,,-22.0111,,-33.24047619,,
321,,,,,,,,,,,,,-54.9633,,,,,-22.1195,,-34.77210526,,
320,,,,,,,,,,,,,-54.9651,,,,,-22.4639,,-34.01952381,,
319,,,,,,,,,,,,,-54.7732,,,,,-22.9264,,-33.71631579,,
318,,,,,,,,,,,,,-53.6694,,,,,-22.1292,,-32.18333333,,
317,,,,,,,,,,,,,-52.3748,,,,,-21.1902,,-32.61421053,,
316,,,,,,,,,,,,,-52.2117,,,,,-21.8097,,-35.12571429,,
315,,,,,,,,,,,,,-52.5967,,,,,-22.4059,,-32.63526316,,
314,,,,,,,,,,,,,-53.1604,,,,,-23.0075,,-33.15380952,,
313,,,,,,,,,,,,,-53.277,,,,,-22.2144,,-33.13789474,,
312,,,,,,,,,,,,,-52.8821,,,,,-21.8127,,-33.59619048,,
311,,,,,,,,,,,,,-52.6605,,,,,-21.5575,,-32.54631579,,
310,,,,,,,,,,,,,-52.501,,,,,-21.7995,,-33.46714286,,
309,,,,,,,,,,,,,-53.5263,,,,,-21.5314,,-32.04894737,,
308,,,,,,,,,,,,,-54.5411,,,,,-21.7056,,-32.85285714,,
307,,,,,,,,,,,,,-54.905,,,,,-23.8098,,-33.41684211,,
306,,,,,,,,,,,,,-54.7712,,,,,-24.213,,-33.49904762,,
305,,,,,,,,,,,,,-54.2794,,,,,-23.0393,,-33.12842105,,
304,,,,,,,,,,,,,-53.746,,,,,-20.8838,,-32.20047619,,
303,,,,,,,,,,,,,-53.2126,,,,,-22.3529,,-30.74842105,,
302,,,,,,,,,,,,,-52.898,,,,,-21.6283,,-33.85380952,,
301,,,,,,,,,,,,,-52.2627,,,,,-21.5271,,-33.59842105,,
300,,,,,,,,,,,,,-52.0706,,,,,-21.601,,-32.28619048,,
299,,,,,,,,,,,,,-53.031,,,,,-22.0051,,-31.95210526,,
298,,,,,,,,,,,,,-53.347,,,,,-21.3177,,-32.87952381,,
297,,,,,,,,,,,,,-53.7634,,,,,-22.397,,-35.29,,
296,,,,,,,,,,,,,-53.7557,,,,,-22.0026,,-36.61428571,,
295,,,,,,,,,,,,,-53.5409,,,,,-22.0764,,-35.27105263,,
294,,,,,,,,,,,,,-53.6159,,,,,-20.9265,,-33.83666667,,
293,,,,,,,,,,,,,-53.1518,,,,,-21.7384,,-31.65210526,,
292,,,,,,,,,,,,,-53.1109,,,,,-22.41,,-33.08,,
291,,,,,,,,,,,,,-53.1744,,,,,-22.2658,,-34.23789474,,
290,,,,,,,,,,,,,-53.2312,,,,,-20.9249,,-33.00619048,,
289,,,,,,,,,,,,,-53.3283,,,,,-22.1745,,-33.80421053,,
288,,,,,,,,,,,,,-53.6862,,,,,-23.4186,,-34.21,,
287,,,,,,,,,,,,,-53.8137,,,,,-22.3859,,-34.48105263,,
286,,,,,,,,,,,,,-54.3003,,,,,-23.6127,,-33.78190476,,
285,,,,,,,,,,,,,-54.8047,,,,,-23.0693,,-31.58789474,,
284,,,,,,,,,,,,,-55.3176,,,,,-22.0493,,-32.9847619,,
283,,,,,,,,,,,,,-55.7598,,,,,-22.1077,,-33.46052632,,
282,,,,,,,,,,,,,-55.5536,,,,,-22.0418,,-35.03380952,,
281,,,,,,,,,,,,,-55.2719,,,,,-23.2001,,-35.29894737,,
280,,,,,,,,,,,,,-54.7379,,,,,-22.7095,,-33.05238095,,
279,,,,,,,,,,,,,-54.1704,,,,,-21.5344,,-33.39421053,,
278,,,,,,,,,,,,,-53.591,,,,,-21.0078,,-33.86333333,,
277,,,,,,,,,,,,,-52.9727,,,,,-21.4344,,-33.11052632,,
276,,,,,,,,,,,,,-52.5798,,,,,-22.3737,,-34.28285714,,
275,,,,,,,,,,,,,-52.9218,,,,,-22.4026,,-33.63842105,,
274,,,,,,,,,,,,,-53.4518,,,,,-24.039,,-32.54666667,,
273,,,,,,,,,,,,,-54.0271,,,,,-22.3785,,-33.62526316,,
272,,,,,,,,,,,,,-54.651,,,,,-22.6797,,-33.41238095,,
271,,,,,,,,,,,,,-54.7704,,,,,-22.5414,,-33.25473684,,
270,,,,,,,,,,,,,-55.4681,,,,,-22.1054,,-30.60571429,,
269,,,,,,,,,,,,,-56.0766,,,,,-21.5375,,-31.87631579,,
268,,,,,,,,,,,,,-55.1547,,,,,-22.6786,,-32.97809524,,
267,,,,,,,,,,,,,-55.2334,,,,,-22.9978,,-34.05947368,,
266,,,,,,,,,,,,,-54.7869,,,,,-23.3145,,-33.82761905,,
265,,,,,,,,,,,,,-54.504,,,,,-21.9523,,-33.68947368,,
264,,,,,,,,,,,,,-54.3055,,,,,-22.2363,,-33.4447619,,
263,,,,,,,,,,,,,-53.9033,,,,,-21.7309,,-33.35631579,,
262,,,,,,,,,,,,,-53.5065,,,,,-21.6011,,-34.88809524,,
261,,,,,,,,,,,,,-53.5815,,,,,-21.3733,,-34.46789474,,
260,,,,,,,,,,,,,-53.577,,,,,-22.4855,,-34.6052381,,
259,,,,,,,,,,,,,-53.4227,,,,,-22.4255,,-33.36315789,,
258,,,,,,,,,,,,,-53.0759,,,,,-20.5838,,-33.5547619,,
257,,,,,,,,,,,,,-53.1574,,,,,-21.595,,-33.67578947,,
256,,,,,,,,,,,,,-53.9106,,,,,-22.6224,,-32.80666667,,
255,,,,,,,,,,,,,-54.5582,,,,,-22.9367,,-31.50315789,,
254,,,,,,,,,,,,,-55.7139,,,,,-22.6004,,-33.14142857,,
253,,,,,,,,,,,,,-56.2094,,,,,-21.8089,,-33.27947368,,
252,,,,,,,,,,,,,-56.3537,,,,,-22.3601,,-34.4547619,,
251,,,,,,,,,,,,,-56.2158,,,,,-22.4249,,-32.38789474,,
250,,,,,,,,,,,,,-56.1923,,,,,-22.2833,,-32.69714286,,
249,,,,,,,,,,,,,-55.9178,,,,,-21.3737,,-32.89526316,,
248,,,,,,,,,,,,,-55.6155,,,,,-21.3414,,-33.53619048,,
247,,,,,,,,,,,,,-55.3119,,,,,-21.2373,,-31.77947368,,
246,,,,,,,,,,,,,-54.9809,,,,,-20.974,,-33.83047619,,
245,,,,,,,,,,,,,-54.5031,,,,,-21.901,,-32.80789474,,
244,,,,,,,,,,,,,-53.9598,,,,,-21.7852,,-33.20857143,,
243,,,,,,,,,,,,,-52.7933,,,,,-22.4331,,-32.77947368,,
242,,,,,,,,,,,,,-52.3588,,,,,-22.7531,,-33.0052381,,
241,,,,,,,,,,,,,-52.3197,,,,,-22.6072,,-35.31789474,,
240,,,,,,,,,,,,,-53.4186,,,,,-22.5376,,-34.09809524,,
239,,,,,,,,,,,,,-54.8747,,,,,-21.6217,,-33.81526316,,
238,,,,,,,,,,,,,-55.2098,,,,,-22.5875,,-33.53285714,,
237,,,,,,,,,,,,,-54.9324,,,,,-22.1157,,-32.94947368,,
236,,,,,,,,,,,,,-54.3446,,,,,-23.3466,,-32.22142857,,
235,,,,,,,,,,,,,-53.5635,,,,,-23.2525,,-33.41421053,,
234,,,,,,,,,,,,,-52.9257,,,,,-23.3506,,-33.28238095,,
233,,,,,,,,,,,,,-52.2975,,,,,-22.2759,,-31.46631579,,
232,,,,,,,,,,,,,-52.0964,,,,,-21.4768,,-32.58666667,,
231,,,,,,,,,,,,,-52.5183,,,,,-23.4244,,-32.82368421,,
230,,,,,,,,,,,,,-52.8218,,,,,-21.9771,,-33.13428571,,
229,,,,,,,,,,,,,-53.2957,,,,,-21.6234,,-33.69789474,,
228,,,,,,,,,,,,,-53.2951,,,,,-21.7332,,-32.09,,
227,,,,,,,,,,,,,-53.3403,,,,,-22.4275,,-32.12368421,,
226,,,,,,,,,,,,,-53.1831,,,,,-21.6397,,-31.89904762,,
225,,,,,,,,,,,,,-53.6749,,,,,-22.7767,,-31.86526316,,
224,,,,,,,,,,,,,-54.4829,,,,,-21.4293,,-32.19142857,,
223,,,,,,,,,,,,,-55.4656,,,,,-22.6851,,-33.06684211,,
222,,,,,,,,,,,,,-55.1196,,,,,-22.0356,,-33.13952381,,
221,,,,,,,,,,,,,-54.0878,,,,,-23.009,,-31.96368421,,
220,,,,,,,,,,,,,-52.9926,,,,,-22.2085,,-31.85428571,,
219,,,,,,,,,,,,,-52.1669,,,,,-23.3444,,-33.24894737,,
218,,,,,,,,,,,,,-52.3556,,,,,-22.289,,-32.22190476,,
217,,,,,,,,,,,,,-53.004,,,,,-23.3804,,-32.37368421,,
216,,,,,,,,,,,,,-53.2994,,,,,-21.8103,,-34.1152381,,
215,,,,,,,,,,,,,-53.6375,,,,,-21.3681,,-33.59578947,,
214,,,,,,,,,,,,,-54.2892,,,,,-20.8517,,-34.14238095,,
213,,,,,,,,,,,,,-55.0047,,,,,-21.7015,,-31.20578947,,
212,,,,,,,,,,,,,-55.7086,,,,,-21.8969,,-31.19761905,,
211,,,,,,,,,,,,,-55.8135,,,,,-23.4352,,-33.04526316,,
210,,,,,,,,,,,,,-55.8814,,,,,-22.8235,,-31.82190476,,
209,,,,,,,,,,,,,-55.5012,,,,,-22.3184,,-32.46789474,,
208,,,,,,,,,,,,,-55.3391,,,,,-22.9797,,-33.76095238,,
207,,,,,,,,,,,,,-54.4813,,,,,-22.2408,,-33.02526316,,
206,,,,,,,,,,,,,-54.4688,,,,,-21.5707,,-31.77238095,,
205,,,,,,,,,,,,,-54.4606,,,,,-21.5221,,-32.05578947,,
204,,,,,,,,,,,,,-54.7067,,,,,-22.1882,,-32.73428571,,
203,,,,,,,,,,,,,-54.9299,,,,,-21.0767,,-33.43263158,,
202,,,,,,,,,,,,,-55.2908,,,,,-21.2913,,-33.96714286,,
201,,,,,,,,,,,,,-56.0173,,,,,-21.4672,,-32.96052632,,
200,,,,,,,,,,,,,-56.1506,,,,,-20.8864,,-33.65714286,,
199,,,,,,,,,,,,,-55.8876,,,,,-22.1354,,-33.50631579,,
198,,,,,,,,,,,,,-55.6837,,,,,-22.0912,,-33.3047619,,
197,,,,,,,,,,,,,-55.4871,,,,,-21.9606,,-33.92052632,,
196,,,,,,,,,,,,,-55.3266,,,,,-22.5528,,-33.7652381,,
195,,,,,,,,,,,,,-55.2641,,,,,-23.2099,,-33.05631579,,
194,,,,,,,,,,,,,-54.4066,,,,,-22.8822,,-32.7952381,,
193,,,,,,,,,,,,,-53.3849,,,,,-21.9564,,-34.62947368,,
192,,,,,,,,,,,,,-53.2203,,,,,-22.5939,,-33.0547619,,
191,,,,,,,,,,,,,-53.7774,,,,,-22.0912,,-33.95105263,,
190,,,,,,,,,,,,,-54.3308,,,,,-22.5821,,-34.64428571,,
189,,,,,,,,,,,,,-54.5746,,,,,-22.2265,,-34.26631579,,
188,,,,,,,,,,,,,-54.7008,,,,,-22.6234,,-32.95571429,,
187,,,,,,,,,,,,,-54.6549,,,,,-22.0504,,-33.24315789,,
186,,,,,,,,,,,,,-54.7634,,,,,-22.8845,,-33.00809524,,
185,,,,,,,,,,,,,-54.8891,,,,,-22.2899,,-32.91210526,,
184,,,,,,,,,,,,,-54.9694,,,,,-22.006,,-33.56238095,,
183,,,,,,,,,,,,,-54.9048,,,,,-20.6845,,-34.05105263,,
182,,,,,,,,,,,,,-54.8372,,,,,-20.3104,,-33.8252381,,
181,,,,,,,,,,,,,-54.6775,,,,,-21.2045,,-34.70578947,,
180,,,,,,,,,,,,,-53.4121,,,,,-20.7774,,-34.64857143,,
179,,,,,,,,,,,,,-52.1805,,,,,-22.6154,,-34.29526316,,
178,,,,,,,,,,,,,-51.385,,,,,-22.405,,-33.94666667,,
177,,,,,,,,,,,,,-50.6278,,,,,-22.5961,,-34.27315789,,
176,,,,,,,,,,,,,-50.9725,,,,,-22.5868,,-33.36238095,,
175,,,,,,,,,,,,,-51.5882,,,,,-21.8451,,-33.75210526,,
174,,,,,,,,,,,,,-52.2005,,,,,-22.8067,,-32.54857143,,
173,,,,,,,,,,,,,-52.8835,,,,,-23.1218,,-33.20842105,,
172,,,,,,,,,,,,,-53.5705,,,,,,,-32.81,,
171,,,,,,,,,,,,,-53.7646,,,,,,,-32.80684211,,
170,,,,,,,,,,,,,-53.8805,,,,,,,-33.24,,
169,,,,,,,,,,,,,-53.9964,,,,,,,-33.29526316,,
168,,,,,,,,,,,,,-53.3624,,,,,,,-34.19904762,,
167,,,,,,,,,,,,,-53.047,,,,,,,-34.96631579,,
166,,,,,,,,,,,,,-53.1372,,,,,,,-33.89333333,,
165,,,,,,,,,,,,,-53.0221,,,,,,,-31.99473684,,
164,,,,,,,,,,,,,-52.8746,,,,,,,-34.02285714,,
163,,,,,,,,,,,,,-53.0157,,,,,,,-33.13526316,,
162,,,,,,,,,,,,,-53.5087,,,,,,,-32.39047619,,
161,,,,,,,,,,,,,-53.9705,,,,,,,-31.09473684,,
160,,,,,,,,,,,,,-54.5954,,,,,,,-33.03333333,,
159,,,,,,,,,,,,,-54.1087,,,,,,,-31.85684211,,
158,,,,,,,,,,,,,-53.5222,,,,,,,-31.15904762,,
157,,,,,,,,,,,,,-53.5601,,,,,,,-32.49789474,,
156,,,,,,,,,,,,,-53.6558,,,,,,,-32.48238095,,
155,,,,,,,,,,,,,-53.9391,,,,,,,-32.72578947,,
154,,,,,,,,,,,,,-53.938,,,,,,,-32.2252381,,
153,,,,,,,,,,,,,-53.4936,,,,,,,-33.36894737,,
152,,,,,,,,,,,,,-53.0621,,,,,,,-32.66238095,,
151,,,,,,,,,,,,,-52.8915,,,,,,,-34.23684211,,
150,,,,,,,,,,,,,-52.4291,,,,,,,-34.79333333,,
149,,,,,,,,,,,,,-53.1207,,,,,,,-33.23052632,,
148,,,,,,,,,,,,,-53.6117,,,,,,,-32.22095238,,
147,,,,,,,,,,,,,-53.7884,,,,,,,-32.74368421,,
146,,,,,,,,,,,,,-54.1088,,,,,,,-33.64619048,,
145,,,,,,,,,,,,,-54.0586,,,,,,,-34.16736842,,
144,,,,,,,,,,,,,-53.6998,,,,,,,-32.5847619,,
143,,,,,,,,,,,,,-53.3065,,,,,,,-32.41578947,,
142,,,,,,,,,,,,,-53.2341,,,,,,,-32.86047619,,
141,,,,,,,,,,,,,-53.9194,,,,,,,-32.02842105,,
140,,,,,,,,,,,,,-54.4322,,,,,,,-32.57142857,,
139,,,,,,,,,,,,,-54.6952,,,,,,,-33.54210526,,
138,,,,,,,,,,,,,-55.1332,,,,,,,-32.73,,
137,,,,,,,,,,,,,-55.5712,,,,,,,-32.65684211,,
136,,,,,,,,,,,,,-55.2117,,,,,,,-34.44428571,,
135,,,,,,,,,,,,,-54.5886,,,,,,,-32.27315789,,
134,,,,,,,,,,,,,-54.3253,,,,,,,-33.79952381,,
133,,,,,,,,,,,,,-54.1401,,,,,,,-33.69684211,,
132,,,,,,,,,,,,,-54.07,,,,,,,-32.80809524,,
131,,,,,,,,,,,,,-54.3677,,,,,,,-33.07052632,,
130,,,,,,,,,,,,,-54.8052,,,,,,,-32.71142857,,
129,,,,,,,,,,,,,-54.8791,,,,,,,-32.75684211,,
128,,,,,,,,,,,,,-55.0124,,,,,,,-33.72190476,,
127,,,,,,,,,,,,,-54.6636,,,,,,,-34.68157895,,
126,,,,,,,,,,,,,-54.1679,,,,,,,-31.8047619,,
125,,,,,,,,,,,,,-53.1479,,,,,,,-32.95157895,,
124,,,,,,,,,,,,,-52.4697,,,,,,,-34.02190476,,
123,,,,,,,,,,,,,-52.0073,,,,,,,-34.65368421,,
122,,,,,,,,,,,,,-52.1857,,,,,,,-34.26380952,,
121,,,,,,,,,,,,,-52.6676,,,,,,,-33.92947368,,
120,,,,,,,,,,,,,-53.4573,,,,,,,-32.84571429,,
119,,,,,,,,,,,,,-54.4034,,,,,,,-33.18105263,,
118,,,,,,,,,,,,,-55.3303,,,,,,,-32.05047619,,
117,,,,,,,,,,,,,-55.3648,,,,,,,-34.27157895,,
116,,,,,,,,,,,,,-55.5496,,,,,,,-33.89571429,,
115,,,,,,,,,,,,,-55.5919,,,,,,,-34.37473684,,
114,,,,,,,,,,,,,-55.4165,,,,,,,-33.16142857,,
113,,,,,,,,,,,,,-55.2989,,,,,,,-33.02052632,,
112,,,,,,,,,,,,,-55.0427,,,,,,,-32.82380952,,
111,,,,,,,,,,,,,-54.5097,,,,,,,-31.16578947,,
110,,,,,,,,,,,,,-53.9165,,,,,,,-34.47952381,,
109,,,,,,,,,,,,,-54.03,,,,,,,-34.65315789,,
108,,,,,,,,,,,,,-53.9256,,,,,,,-33.96047619,,
107,,,,,,,,,,,,,-53.8557,,,,,,,-32.49315789,,
106,,,,,,,,,,,,,-54.16,,,,,,,-34.22904762,,
105,,,,,,,,,,,,,-54.6135,,,,,,,-31.84263158,,
104,,,,,,,,,,,,,-55.054,,,,,,,-32.5152381,,
103,,,,,,,,,,,,,-55.4533,,,,,,,-33.01421053,,
102,,,,,,,,,,,,,-55.9804,,,,,,,-31.79238095,,
101,,,,,,,,,,,,,-56.545,,,,,,,-33.12473684,,
100,,,,,,,,,,,,,-56.8103,,,,,,,-31.81571429,,
99,,,,,,,,,,,,,-56.8853,,,,,,,-33.75631579,,
98,,,,,,,,,,,,,-56.5593,,,,,,,-34.50047619,,
97,,,,,,,,,,,,,-56.3641,,,,,,,-33.38894737,,
96,,,,,,,,,,,,,-56.2043,,,,,,,-32.44857143,,
95,,,,,,,,,,,,,-55.9598,,,,,,,-31.49684211,,
94,,,,,,,,,,,,,-56.4602,,,,,,,-31.69333333,,
